5.641190e+05	3.507748e+05	2.646661e+05	2.157631e+05	1.787686e+05	1.220882e+05	1.025156e+05	8.090485e+04	5.140394e+04	4.278648e+04	2.885432e+04	1.955933e+04	9.276277e+03	8.860165e+03	5.512930e+03	2.863806e+03	1.129298e+03	5.161930e+02	2.409893e+02	1.864554e+02	
3.507748e+05	3.891993e+05	2.164222e+05	1.730227e+05	1.414862e+05	9.777682e+04	7.892221e+04	6.520041e+04	4.031019e+04	3.413338e+04	2.455836e+04	1.632115e+04	8.337036e+03	7.208125e+03	4.512575e+03	2.344112e+03	1.158693e+03	5.259551e+02	2.117809e+02	1.181672e+02	
2.646661e+05	2.164222e+05	2.515898e+05	1.436894e+05	1.128948e+05	7.601851e+04	6.666334e+04	5.344962e+04	3.303042e+04	2.631096e+04	1.930595e+04	1.239197e+04	6.549074e+03	5.033267e+03	3.372962e+03	1.903579e+03	1.102078e+03	4.272576e+02	1.615121e+02	8.644022e+01	
2.157631e+05	1.730227e+05	1.436894e+05	1.682713e+05	9.053299e+04	6.007689e+04	5.303150e+04	3.904386e+04	2.675705e+04	2.140320e+04	1.591916e+04	9.364717e+03	4.518330e+03	4.490813e+03	3.245337e+03	1.611011e+03	7.098141e+02	2.398120e+02	7.583597e+01	6.021030e+01	
1.787686e+05	1.414862e+05	1.128948e+05	9.053299e+04	1.093080e+05	5.235628e+04	4.139806e+04	3.433330e+04	2.159022e+04	1.927282e+04	1.222213e+04	8.994664e+03	3.931369e+03	3.977934e+03	2.394564e+03	1.172175e+03	6.012609e+02	2.668528e+02	9.263123e+01	5.283411e+01	
1.220882e+05	9.777682e+04	7.601851e+04	6.007689e+04	5.235628e+04	6.683782e+04	2.852541e+04	2.290202e+04	1.497070e+04	1.174427e+04	8.592846e+03	6.134622e+03	2.498618e+03	3.216483e+03	1.688727e+03	6.458572e+02	3.603495e+02	1.441398e+02	6.759428e+01	4.714992e+01	
1.025156e+05	7.892221e+04	6.666334e+04	5.303150e+04	4.139806e+04	2.852541e+04	4.473609e+04	1.899746e+04	1.371187e+04	1.041067e+04	7.085293e+03	4.542632e+03	2.031111e+03	2.495417e+03	1.317765e+03	7.276580e+02	3.224705e+02	1.683112e+02	6.935646e+01	5.106413e+01	
8.090485e+04	6.520041e+04	5.344962e+04	3.904386e+04	3.433330e+04	2.290202e+04	1.899746e+04	3.147896e+04	1.025736e+04	7.868418e+03	5.850058e+03	4.260071e+03	1.682341e+03	2.225360e+03	1.038499e+03	6.882118e+02	2.075236e+02	1.319137e+02	5.723955e+01	2.706422e+01	
5.140394e+04	4.031019e+04	3.303042e+04	2.675705e+04	2.159022e+04	1.497070e+04	1.371187e+04	1.025736e+04	1.598820e+04	5.912437e+03	3.511203e+03	2.419769e+03	7.375722e+02	1.308494e+03	7.446053e+02	5.566528e+02	1.737693e+02	4.276007e+01	3.438583e+01	1.046390e+01	
4.278648e+04	3.413338e+04	2.631096e+04	2.140320e+04	1.927282e+04	1.174427e+04	1.041067e+04	7.868418e+03	5.912437e+03	1.099098e+04	3.198916e+03	1.728863e+03	1.078873e+03	8.048702e+02	5.847931e+02	3.071567e+02	1.795393e+02	6.203485e+01	3.447940e+01	2.147360e+01	
