2.048173e+06	1.105903e+06	6.630616e+05	3.820492e+05	2.087682e+05	1.080949e+05	4.481231e+04	1.540109e+04	3.977919e+03	3.900492e+02	
1.105903e+06	8.429504e+05	4.208136e+05	2.478939e+05	1.305284e+05	7.305371e+04	2.906571e+04	1.012679e+04	2.744715e+03	3.047474e+02	
6.630616e+05	4.208136e+05	3.393260e+05	1.478316e+05	8.276252e+04	4.335951e+04	1.743359e+04	6.611871e+03	1.399570e+03	1.738941e+02	
3.820492e+05	2.478939e+05	1.478316e+05	1.270762e+05	4.711258e+04	2.522649e+04	1.040546e+04	4.044487e+03	7.357399e+02	1.354537e+02	
2.087682e+05	1.305284e+05	8.276252e+04	4.711258e+04	4.596560e+04	1.412852e+04	5.491718e+03	2.118834e+03	4.798968e+02	5.124347e+01	
1.080949e+05	7.305371e+04	4.335951e+04	2.522649e+04	1.412852e+04	1.454151e+04	3.091411e+03	1.030351e+03	3.158662e+02	2.788293e+01	
4.481231e+04	2.906571e+04	1.743359e+04	1.040546e+04	5.491718e+03	3.091411e+03	3.610012e+03	4.026710e+02	1.131341e+02	1.239761e+01	
1.540109e+04	1.012679e+04	6.611871e+03	4.044487e+03	2.118834e+03	1.030351e+03	4.026710e+02	8.638700e+02	3.673670e+01	7.220245e+00	
3.977919e+03	2.744715e+03	1.399570e+03	7.357399e+02	4.798968e+02	3.158662e+02	1.131341e+02	3.673670e+01	1.526934e+02	9.668579e-01	
3.900492e+02	3.047474e+02	1.738941e+02	1.354537e+02	5.124347e+01	2.788293e+01	1.239761e+01	7.220245e+00	9.668579e-01	7.859619e+00	
