7.911758e+04	2.738898e+04	1.789444e+04	9.214719e+03	4.584224e+03	2.115382e+03	5.867716e+02	4.740762e+02	1.223251e+02	5.130000e+01	
2.738898e+04	3.441627e+04	1.101618e+04	4.327362e+03	2.109879e+03	1.284866e+03	4.218912e+02	2.187321e+02	9.196261e+01	-5.828438e-01	
1.789444e+04	1.101618e+04	1.584941e+04	3.440248e+03	1.744633e+03	8.176850e+02	3.845482e+02	2.045606e+02	1.385843e+02	4.939942e+01	
9.214719e+03	4.327362e+03	3.440248e+03	5.716405e+03	6.349371e+02	3.615522e+02	2.405157e+02	1.114655e+02	7.064106e+01	8.052601e+00	
4.584224e+03	2.109879e+03	1.744633e+03	6.349371e+02	2.253559e+03	2.365137e+02	1.859642e+01	2.231570e+01	1.190639e+01	-1.637421e-01	
2.115382e+03	1.284866e+03	8.176850e+02	3.615522e+02	2.365137e+02	9.512459e+02	-4.890820e+00	3.013634e+00	6.309917e+00	-3.491215e+00	
5.867716e+02	4.218912e+02	3.845482e+02	2.405157e+02	1.859642e+01	-4.890820e+00	3.206830e+02	8.456108e+00	1.327285e+01	-5.516548e-01	
4.740762e+02	2.187321e+02	2.045606e+02	1.114655e+02	2.231570e+01	3.013634e+00	8.456108e+00	1.001712e+02	-1.937614e+00	6.354752e-01	
1.223251e+02	9.196261e+01	1.385843e+02	7.064106e+01	1.190639e+01	6.309917e+00	1.327285e+01	-1.937614e+00	2.591608e+01	3.499012e+00	
5.130000e+01	-5.828438e-01	4.939942e+01	8.052601e+00	-1.637421e-01	-3.491215e+00	-5.516548e-01	6.354752e-01	3.499012e+00	1.074265e+01	
