2.660583e+06	1.482978e+06	9.524923e+05	5.813284e+05	3.351067e+05	1.880964e+05	8.062381e+04	3.576074e+04	9.258475e+03	1.387698e+03	
1.482978e+06	1.162765e+06	5.989113e+05	3.700042e+05	2.186230e+05	1.189899e+05	5.129499e+04	2.235391e+04	5.993880e+03	9.522654e+02	
9.524923e+05	5.989113e+05	5.065198e+05	2.400544e+05	1.367541e+05	7.591791e+04	3.496974e+04	1.528356e+04	3.688025e+03	5.839373e+02	
5.813284e+05	3.700042e+05	2.400544e+05	2.091283e+05	8.821476e+04	4.686800e+04	2.048654e+04	9.601533e+03	1.951517e+03	3.259812e+02	
3.351067e+05	2.186230e+05	1.367541e+05	8.821476e+04	7.818412e+04	2.816342e+04	1.277840e+04	6.020527e+03	1.599386e+03	2.006971e+02	
1.880964e+05	1.189899e+05	7.591791e+04	4.686800e+04	2.816342e+04	2.635311e+04	7.114464e+03	3.065520e+03	6.838336e+02	1.108963e+02	
8.062381e+04	5.129499e+04	3.496974e+04	2.048654e+04	1.277840e+04	7.114464e+03	8.380785e+03	1.548300e+03	3.371449e+02	8.390026e+01	
3.576074e+04	2.235391e+04	1.528356e+04	9.601533e+03	6.020527e+03	3.065520e+03	1.548300e+03	2.085947e+03	1.255122e+02	3.235660e+01	
9.258475e+03	5.993880e+03	3.688025e+03	1.951517e+03	1.599386e+03	6.838336e+02	3.371449e+02	1.255122e+02	3.667510e+02	1.017540e+01	
1.387698e+03	9.522654e+02	5.839373e+02	3.259812e+02	2.006971e+02	1.108963e+02	8.390026e+01	3.235660e+01	1.017540e+01	4.459827e+01	
