7.923084e+05	4.328864e+05	2.448409e+05	1.385004e+05	7.922787e+04	3.638956e+04	1.438828e+04	5.786305e+03	6.090191e+02	6.971981e+02	
4.328864e+05	3.809587e+05	1.645247e+05	9.309756e+04	5.584867e+04	2.565123e+04	9.689445e+03	4.855052e+03	4.608209e+02	3.459168e+02	
2.448409e+05	1.645247e+05	1.470974e+05	5.611193e+04	3.118116e+04	1.357677e+04	5.250693e+03	2.495852e+03	4.365324e+02	1.746894e+02	
1.385004e+05	9.309756e+04	5.611193e+04	5.400452e+04	1.856455e+04	7.817910e+03	3.236510e+03	1.588074e+03	1.226935e+02	1.269079e+02	
7.922787e+04	5.584867e+04	3.118116e+04	1.856455e+04	2.024955e+04	4.825295e+03	1.912071e+03	1.079119e+03	6.506798e+01	7.504065e+01	
3.638956e+04	2.565123e+04	1.357677e+04	7.817910e+03	4.825295e+03	6.404402e+03	1.052409e+03	3.537004e+02	2.776987e+01	3.645990e+01	
1.438828e+04	9.689445e+03	5.250693e+03	3.236510e+03	1.912071e+03	1.052409e+03	1.837903e+03	1.674536e+02	1.515784e+01	1.746582e+01	
5.786305e+03	4.855052e+03	2.495852e+03	1.588074e+03	1.079119e+03	3.537004e+02	1.674536e+02	5.460856e+02	1.068612e+01	2.214417e+00	
6.090191e+02	4.608209e+02	4.365324e+02	1.226935e+02	6.506798e+01	2.776987e+01	1.515784e+01	1.068612e+01	7.228822e+01	1.808960e+00	
6.971981e+02	3.459168e+02	1.746894e+02	1.269079e+02	7.504065e+01	3.645990e+01	1.746582e+01	2.214417e+00	1.808960e+00	1.746582e+01	
