1.054778e+06	5.648506e+05	3.343883e+05	1.736145e+05	1.016190e+05	4.681504e+04	1.857753e+04	6.766483e+03	1.396638e+03	3.419285e+02	
5.648506e+05	4.728934e+05	2.175936e+05	1.158540e+05	7.165355e+04	3.146264e+04	1.240761e+04	5.057527e+03	7.391668e+02	1.899213e+02	
3.343883e+05	2.175936e+05	1.884145e+05	7.188749e+04	4.054399e+04	1.662087e+04	7.884600e+03	2.969437e+03	6.268787e+02	1.135161e+02	
1.736145e+05	1.158540e+05	7.188749e+04	6.644485e+04	2.306447e+04	1.065426e+04	4.229146e+03	1.772703e+03	2.781744e+02	4.993353e+01	
1.016190e+05	7.165355e+04	4.054399e+04	2.306447e+04	2.385895e+04	5.814572e+03	2.305229e+03	1.050279e+03	1.551612e+02	4.815966e+01	
4.681504e+04	3.146264e+04	1.662087e+04	1.065426e+04	5.814572e+03	7.593404e+03	1.266325e+03	3.077941e+02	6.795686e+01	2.158666e+01	
1.857753e+04	1.240761e+04	7.884600e+03	4.229146e+03	2.305229e+03	1.266325e+03	1.916560e+03	2.116152e+02	1.888102e+01	1.140347e+01	
6.766483e+03	5.057527e+03	2.969437e+03	1.772703e+03	1.050279e+03	3.077941e+02	2.116152e+02	4.823042e+02	1.507597e+01	-2.612076e-01	
1.396638e+03	7.391668e+02	6.268787e+02	2.781744e+02	1.551612e+02	6.795686e+01	1.888102e+01	1.507597e+01	8.314198e+01	1.130600e+00	
3.419285e+02	1.899213e+02	1.135161e+02	4.993353e+01	4.815966e+01	2.158666e+01	1.140347e+01	-2.612076e-01	1.130600e+00	5.918106e+00	
