2.324364e+06	1.254105e+06	7.643360e+05	4.714255e+05	2.539820e+05	1.290546e+05	5.573550e+04	2.044214e+04	4.165454e+03	7.254534e+02	
1.254105e+06	9.623828e+05	4.845089e+05	2.974540e+05	1.619429e+05	7.952918e+04	3.623115e+04	1.319803e+04	2.958854e+03	3.844995e+02	
7.643360e+05	4.845089e+05	3.925681e+05	1.907103e+05	1.022512e+05	4.912100e+04	2.346455e+04	8.125443e+03	1.366084e+03	2.750126e+02	
4.714255e+05	2.974540e+05	1.907103e+05	1.623659e+05	6.384645e+04	3.014919e+04	1.394440e+04	5.550279e+03	8.521878e+02	1.641768e+02	
2.539820e+05	1.619429e+05	1.022512e+05	6.384645e+04	5.447783e+04	1.660382e+04	8.209351e+03	3.083450e+03	6.049295e+02	7.614981e+01	
1.290546e+05	7.952918e+04	4.912100e+04	3.014919e+04	1.660382e+04	1.707259e+04	3.892819e+03	1.368821e+03	2.074690e+02	6.905237e+01	
5.573550e+04	3.623115e+04	2.346455e+04	1.394440e+04	8.209351e+03	3.892819e+03	4.643364e+03	6.670228e+02	1.047910e+02	2.261785e+01	
2.044214e+04	1.319803e+04	8.125443e+03	5.550279e+03	3.083450e+03	1.368821e+03	6.670228e+02	1.073774e+03	4.382050e+01	4.382050e+00	
4.165454e+03	2.958854e+03	1.366084e+03	8.521878e+02	6.049295e+02	2.074690e+02	1.047910e+02	4.382050e+01	1.813248e+02	3.286537e+00	
7.254534e+02	3.844995e+02	2.750126e+02	1.641768e+02	7.614981e+01	6.905237e+01	2.261785e+01	4.382050e+00	3.286537e+00	8.824528e+00	
