1.289940e+01	1.300915e+01	1.421030e+05	1.273615e+18
1.300915e+01	1.311889e+01	1.067010e+05	1.232621e+18
1.311889e+01	1.322864e+01	8.056200e+04	1.197446e+18
1.322864e+01	1.333839e+01	6.011800e+04	1.149767e+18
1.333839e+01	1.344813e+01	4.391200e+04	1.081628e+18
1.344813e+01	1.355788e+01	3.235300e+04	1.026117e+18
1.355788e+01	1.366763e+01	2.289100e+04	9.339999e+17
1.366763e+01	1.377737e+01	1.585700e+04	8.323534e+17
1.377737e+01	1.388712e+01	1.056200e+04	7.137869e+17
1.388712e+01	1.399687e+01	7.230000e+03	6.293554e+17
1.399687e+01	1.410661e+01	4.557000e+03	5.106064e+17
1.410661e+01	1.421636e+01	2.847000e+03	4.089304e+17
1.421636e+01	1.432611e+01	1.660000e+03	3.077125e+17
1.432611e+01	1.443585e+01	9.460000e+02	2.260488e+17
1.443585e+01	1.454560e+01	4.960000e+02	1.526961e+17
1.454560e+01	1.465534e+01	2.580000e+02	1.012227e+17
1.465534e+01	1.476509e+01	1.000000e+02	5.088644e+16
1.476509e+01	1.487484e+01	4.000000e+01	2.611463e+16
1.487484e+01	1.498458e+01	1.200000e+01	1.025295e+16
1.498458e+01	1.509433e+01	4.000000e+00	4.247550e+15
