6.799313e+05	4.383022e+05	3.437446e+05	2.712983e+05	2.004977e+05	1.576854e+05	1.196930e+05	9.113295e+04	6.919285e+04	4.368915e+04	3.820895e+04	2.060694e+04	1.418928e+04	1.002502e+04	6.261586e+03	2.044996e+03	1.026932e+03	8.909362e+02	2.635331e+02	1.839954e+01	
4.383022e+05	4.911346e+05	2.737343e+05	2.154877e+05	1.695283e+05	1.371392e+05	9.771775e+04	7.385892e+04	5.822972e+04	3.671668e+04	3.038348e+04	1.865594e+04	1.191109e+04	8.801386e+03	5.531523e+03	1.547817e+03	1.279866e+03	7.721842e+02	1.056507e+02	3.401546e+00	
3.437446e+05	2.737343e+05	3.109593e+05	1.663822e+05	1.348463e+05	1.012956e+05	7.548660e+04	6.125874e+04	4.830388e+04	2.367695e+04	2.647817e+04	1.505462e+04	9.761054e+03	6.917338e+03	3.982987e+03	1.567199e+03	9.930255e+02	8.229520e+02	1.590481e+02	-5.224152e+00	
2.712983e+05	2.154877e+05	1.663822e+05	1.972905e+05	1.013090e+05	8.361624e+04	6.271955e+04	4.768921e+04	3.578373e+04	2.264304e+04	1.993484e+04	1.131583e+04	6.724785e+03	5.527277e+03	3.448728e+03	1.263484e+03	5.256822e+02	3.911876e+02	1.318163e+02	1.754769e+01	
2.004977e+05	1.695283e+05	1.348463e+05	1.013090e+05	1.308799e+05	6.227854e+04	4.694707e+04	3.697955e+04	2.844575e+04	1.677885e+04	1.569212e+04	8.779544e+03	5.617955e+03	4.300101e+03	2.881732e+03	9.452888e+02	4.113552e+02	3.300962e+02	7.239154e+01	2.502719e+01	
1.576854e+05	1.371392e+05	1.012956e+05	8.361624e+04	6.227854e+04	8.418836e+04	3.326350e+04	3.109704e+04	2.327798e+04	1.428475e+04	1.200030e+04	6.876233e+03	3.953143e+03	3.712656e+03	1.999357e+03	7.908215e+02	3.493905e+02	3.259013e+02	7.562349e+01	-3.177376e-01	
1.196930e+05	9.771775e+04	7.548660e+04	6.271955e+04	4.694707e+04	3.326350e+04	5.236710e+04	2.095947e+04	1.600474e+04	9.969502e+03	8.734635e+03	5.313335e+03	2.977139e+03	2.568177e+03	1.554906e+03	6.346233e+02	2.275118e+02	1.655744e+02	7.921412e+01	7.038960e+00	
9.113295e+04	7.385892e+04	6.125874e+04	4.768921e+04	3.697955e+04	3.109704e+04	2.095947e+04	3.282664e+04	1.349581e+04	7.520127e+03	6.765214e+03	4.320280e+03	2.282003e+03	2.572591e+03	1.442521e+03	3.955229e+02	1.116877e+02	2.302369e+02	5.247543e+01	-2.198822e+00	
6.919285e+04	5.822972e+04	4.830388e+04	3.578373e+04	2.844575e+04	2.327798e+04	1.600474e+04	1.349581e+04	2.078476e+04	6.485394e+03	5.740941e+03	3.184639e+03	1.587635e+03	1.664898e+03	7.774395e+02	3.717842e+02	1.670247e+02	1.925451e+02	3.214413e+01	-5.103294e+00	
4.368915e+04	3.671668e+04	2.367695e+04	2.264304e+04	1.677885e+04	1.428475e+04	9.969502e+03	7.520127e+03	6.485394e+03	1.213886e+04	3.185801e+03	2.020620e+03	1.237726e+03	9.950839e+02	6.477246e+02	3.112932e+02	8.091197e+01	4.389847e+01	1.541125e+01	6.764107e+00	
3.820895e+04	3.038348e+04	2.647817e+04	1.993484e+04	1.569212e+04	1.200030e+04	8.734635e+03	6.765214e+03	5.740941e+03	3.185801e+03	7.581349e+03	1.452355e+03	1.189567e+03	7.431551e+02	4.270120e+02	1.992059e+02	9.368775e+01	7.454942e+01	1.907010e+01	2.153988e+00	
2.060694e+04	1.865594e+04	1.505462e+04	1.131583e+04	8.779544e+03	6.876233e+03	5.313335e+03	4.320280e+03	3.184639e+03	2.020620e+03	1.452355e+03	3.989581e+03	5.462084e+02	5.828126e+02	2.899443e+02	1.356311e+02	7.774239e+01	6.789058e+01	1.156526e+01	-2.910320e+00	
1.418928e+04	1.191109e+04	9.761054e+03	6.724785e+03	5.617955e+03	3.953143e+03	2.977139e+03	2.282003e+03	1.587635e+03	1.237726e+03	1.189567e+03	5.462084e+02	1.929778e+03	2.933322e+02	1.357578e+02	8.412833e+01	5.867424e+01	2.100577e+01	7.660789e+00	1.664711e+00	
1.002502e+04	8.801386e+03	6.917338e+03	5.527277e+03	4.300101e+03	3.712656e+03	2.568177e+03	2.572591e+03	1.664898e+03	9.950839e+02	7.431551e+02	5.828126e+02	2.933322e+02	1.103715e+03	1.462451e+02	3.956320e+01	9.200745e+00	2.601160e+01	2.978546e+00	1.403503e-01	
6.261586e+03	5.531523e+03	3.982987e+03	3.448728e+03	2.881732e+03	1.999357e+03	1.554906e+03	1.442521e+03	7.774395e+02	6.477246e+02	4.270120e+02	2.899443e+02	1.357578e+02	1.462451e+02	5.662590e+02	3.202717e+01	5.684189e+00	8.717316e+00	2.748528e+00	9.629593e-01	
2.044996e+03	1.547817e+03	1.567199e+03	1.263484e+03	9.452888e+02	7.908215e+02	6.346233e+02	3.955229e+02	3.717842e+02	3.112932e+02	1.992059e+02	1.356311e+02	8.412833e+01	3.956320e+01	3.202717e+01	2.316697e+02	2.264709e+01	-8.187103e-01	2.918118e+00	5.594521e-01	
1.026932e+03	1.279866e+03	9.930255e+02	5.256822e+02	4.113552e+02	3.493905e+02	2.275118e+02	1.116877e+02	1.670247e+02	8.091197e+01	9.368775e+01	7.774239e+01	5.867424e+01	9.200745e+00	5.684189e+00	2.264709e+01	1.025415e+02	4.382050e+00	1.711494e+00	-1.832352e-01	
8.909362e+02	7.721842e+02	8.229520e+02	3.911876e+02	3.300962e+02	3.259013e+02	1.655744e+02	2.302369e+02	1.925451e+02	4.389847e+01	7.454942e+01	6.789058e+01	2.100577e+01	2.601160e+01	8.717316e+00	-8.187103e-01	4.382050e+00	4.138776e+01	-4.912262e-01	-7.017517e-02	
2.635331e+02	1.056507e+02	1.590481e+02	1.318163e+02	7.239154e+01	7.562349e+01	7.921412e+01	5.247543e+01	3.214413e+01	1.541125e+01	1.907010e+01	1.156526e+01	7.660789e+00	2.978546e+00	2.748528e+00	2.918118e+00	1.711494e+00	-4.912262e-01	6.890812e+00	-1.364517e-02	
1.839954e+01	3.401546e+00	-5.224152e+00	1.754769e+01	2.502719e+01	-3.177376e-01	7.038960e+00	-2.198822e+00	-5.103294e+00	6.764107e+00	2.153988e+00	-2.910320e+00	1.664711e+00	1.403503e-01	9.629593e-01	5.594521e-01	-1.832352e-01	-7.017517e-02	-1.364517e-02	9.960976e-01	
